,repo_name,link,id_oai,status_code,internal_error,messege
91,Repositorio Institucional CICY,https://cicy.repositorioinstitucional.mx/oai/request,oai:cicy.repositorioinstitucional.mx:1003/2616,200,NaN,NaN
92,Repositorio Institucional CICY,https://cicy.repositorioinstitucional.mx/oai/request,oai:cicy.repositorioinstitucional.mx:1003/2647,200,NaN,NaN
93,Repositorio Institucional CICY,https://cicy.repositorioinstitucional.mx/oai/request,oai:cicy.repositorioinstitucional.mx:1003/589,200,NaN,NaN
94,Repositorio Institucional CICY,https://cicy.repositorioinstitucional.mx/oai/request,oai:cicy.repositorioinstitucional.mx:1003/2127,200,NaN,NaN
95,Repositorio Institucional CICY,https://cicy.repositorioinstitucional.mx/oai/request,oai:cicy.repositorioinstitucional.mx:1003/922,200,NaN,NaN
96,Repositorio Institucional CICY,https://cicy.repositorioinstitucional.mx/oai/request,oai:cicy.repositorioinstitucional.mx:1003/1338,200,NaN,NaN
97,Repositorio Institucional CICY,https://cicy.repositorioinstitucional.mx/oai/request,oai:cicy.repositorioinstitucional.mx:1003/2381,200,NaN,NaN
98,Repositorio Institucional CICY,https://cicy.repositorioinstitucional.mx/oai/request,oai:cicy.repositorioinstitucional.mx:1003/1082,200,NaN,NaN
99,Repositorio Institucional CICY,https://cicy.repositorioinstitucional.mx/oai/request,oai:cicy.repositorioinstitucional.mx:1003/845,200,NaN,NaN
100,Repositorio MORA,https://mora.repositorioinstitucional.mx/oai/request,oai:mora.repositorioinstitucional.mx:1018/574,200,NaN,NaN
101,Repositorio MORA,https://mora.repositorioinstitucional.mx/oai/request,oai:mora.repositorioinstitucional.mx:1018/860,200,NaN,NaN
102,Repositorio MORA,https://mora.repositorioinstitucional.mx/oai/request,oai:mora.repositorioinstitucional.mx:1018/553,200,NaN,NaN
103,Repositorio MORA,https://mora.repositorioinstitucional.mx/oai/request,oai:mora.repositorioinstitucional.mx:1018/873,200,NaN,NaN
104,Repositorio MORA,https://mora.repositorioinstitucional.mx/oai/request,oai:mora.repositorioinstitucional.mx:1018/347,200,NaN,NaN
105,Repositorio MORA,https://mora.repositorioinstitucional.mx/oai/request,oai:mora.repositorioinstitucional.mx:1018/840,200,NaN,NaN
106,Repositorio MORA,https://mora.repositorioinstitucional.mx/oai/request,oai:mora.repositorioinstitucional.mx:1018/450,200,NaN,NaN
